Hesap No,Müşteri No,Hesap Türü,Bakiye,Bakiye (TL),Bakiye (USD),Bakiye (EUR),Şube Kodu,Hesap Açılış Tarihi,Hesap Durumu
2192,447,Döviz Hesabı,122900.69,122900.69,12183.15,9588.04,6,2023-01-01,Aktif
2193,271,Döviz Hesabı,74044.58,74044.58,2831.39,753.49,27,2023-01-01,Aktif
2194,668,Döviz Hesabı,115037.99,115037.99,1250.95,13145.01,11,2023-01-01,Aktif
2195,876,Döviz Hesabı,93465.87,93465.87,2294.2,3244.9,7,2023-01-01,Aktif
2196,286,Vadeli Mevduat,17512.61,17512.61,1538.14,930.66,29,2023-01-01,Aktif
2197,31,Vadesiz Mevduat,64418.44,64418.44,6814.56,4111.56,11,2023-01-01,Aktif
2198,17,Vadeli Mevduat,125742.68,125742.68,5262.43,7630.49,30,2023-01-01,Aktif
2199,248,Vadesiz Mevduat,83649.65,83649.65,8172.57,47.41,34,2023-01-01,Aktif
2200,752,Vadeli Mevduat,5077.83,5077.83,201.76,222.91,14,2023-01-01,Aktif
2201,840,Vadesiz Mevduat,130043.96,130043.96,19324.66,1992.49,38,2023-01-01,Aktif
2202,518,Vadeli Mevduat,145703.98,145703.98,6061.07,15882.09,4,2023-01-01,Aktif
2203,681,Vadeli Mevduat,63181.13,63181.13,2291.79,2460.26,25,2023-01-01,Aktif
2204,158,Döviz Hesabı,118977.23,118977.23,12270.59,2296.44,25,2023-01-01,Aktif
2205,165,Vadeli Mevduat,83171.93,83171.93,28.72,2408.67,12,2023-01-01,Aktif
2206,57,Vadeli Mevduat,109359.97,109359.97,8870.9,5538.98,26,2023-01-01,Aktif
2207,40,Vadeli Mevduat,136416.26,136416.26,5886.2,15020.84,28,2023-01-01,Aktif
2208,893,Döviz Hesabı,10871.2,10871.2,224.97,758.01,19,2023-01-01,Aktif
2209,625,Döviz Hesabı,21339.74,21339.74,445.21,980.68,19,2023-01-01,Aktif
2210,986,Vadesiz Mevduat,99241.8,99241.8,8378.01,1263.34,26,2023-01-01,Aktif
2211,328,Vadeli Mevduat,147192.21,147192.21,6480.3,6710.53,8,2023-01-01,Aktif
2212,799,Vadeli Mevduat,23053.66,23053.66,1487.71,998.05,2,2023-01-01,Aktif
2213,571,Vadeli Mevduat,131043.34,131043.34,6223.08,11049.35,4,2023-01-01,Aktif
2214,56,Döviz Hesabı,43877.72,43877.72,6316.14,4834.55,2,2023-01-01,Aktif
2215,720,Döviz Hesabı,130802.46,130802.46,1812.69,2781.7,8,2023-01-01,Aktif
2216,265,Vadeli Mevduat,143197.78,143197.78,9397.21,11008.63,11,2023-01-01,Aktif
2217,517,Döviz Hesabı,133079.66,133079.66,5190.78,14625.76,27,2023-01-01,Aktif
2218,738,Vadeli Mevduat,109405.48,109405.48,4411.58,491.44,15,2023-01-01,Aktif
2219,182,Vadeli Mevduat,17776.74,17776.74,2071.93,1728.68,3,2023-01-01,Aktif
2220,92,Vadesiz Mevduat,58648.08,58648.08,2512.15,984.09,38,2023-01-01,Aktif
2221,619,Vadeli Mevduat,87133.62,87133.62,1943.14,2412.26,12,2023-01-01,Aktif
2222,640,Vadeli Mevduat,83630.13,83630.13,6492.42,3860.98,35,2023-01-01,Aktif
2223,626,Vadesiz Mevduat,85895.68,85895.68,7063.69,7554.98,12,2023-01-01,Aktif
2224,268,Vadeli Mevduat,63910.08,63910.08,8918.95,600.07,13,2023-01-01,Aktif
2225,279,Vadesiz Mevduat,18526.93,18526.93,654.48,147.7,26,2023-01-01,Aktif
2226,532,Döviz Hesabı,55376.09,55376.09,1040.26,971.93,17,2023-01-01,Aktif
2227,489,Vadesiz Mevduat,31852.32,31852.32,1617.34,2507.48,36,2023-01-01,Aktif
2228,932,Vadesiz Mevduat,88739.51,88739.51,3944.7,881.7,20,2023-01-01,Aktif
2229,143,Vadeli Mevduat,96292.6,96292.6,5463.72,1587.94,32,2023-01-01,Aktif
2230,909,Vadesiz Mevduat,6105.2,6105.2,289.12,488.54,6,2023-01-01,Aktif
2231,24,Vadesiz Mevduat,134986.22,134986.22,13201.37,3737.2,1,2023-01-01,Aktif
2232,164,Vadeli Mevduat,147991.44,147991.44,13262.59,14165.97,9,2023-01-01,Aktif
2233,992,Döviz Hesabı,130477.72,130477.72,17678.77,14584.48,6,2023-01-01,Aktif
2234,800,Vadesiz Mevduat,109456.29,109456.29,16314.37,2112.38,31,2023-01-01,Aktif
2235,324,Döviz Hesabı,101186.09,101186.09,4648.88,6208.46,2,2023-01-01,Aktif
2236,666,Vadeli Mevduat,8046.05,8046.05,170.53,731.93,5,2023-01-01,Aktif
2237,959,Vadeli Mevduat,101113.29,101113.29,856.83,9857.11,34,2023-01-01,Aktif
2238,377,Döviz Hesabı,139230.64,139230.64,17015.08,10828.84,11,2023-01-01,Aktif
2239,995,Vadesiz Mevduat,25763.3,25763.3,3779.45,1142.85,3,2023-01-01,Aktif
2240,404,Vadesiz Mevduat,11921.37,11921.37,1216.64,144.94,29,2023-01-01,Aktif
2241,905,Vadeli Mevduat,7886.73,7886.73,898.37,92.08,2,2023-01-01,Aktif
2242,537,Vadesiz Mevduat,104416.88,104416.88,14181.63,4541.9,38,2023-01-01,Aktif
2243,427,Vadesiz Mevduat,21420.76,21420.76,1233.91,2151.39,35,2023-01-01,Aktif
2244,194,Vadeli Mevduat,72801.25,72801.25,4776.57,6767.28,8,2023-01-01,Aktif
2245,590,Döviz Hesabı,67700.67,67700.67,4565.45,7466.27,15,2023-01-01,Aktif
2246,473,Döviz Hesabı,56305.22,56305.22,2449.81,3579.09,30,2023-01-01,Aktif
2247,847,Vadesiz Mevduat,135522.17,135522.17,10601.1,5111.23,8,2023-01-01,Aktif
2248,169,Döviz Hesabı,137915.22,137915.22,1101.84,11718.65,22,2023-01-01,Aktif
2249,650,Döviz Hesabı,86385.23,86385.23,7743.23,2561.21,23,2023-01-01,Aktif
2250,884,Vadesiz Mevduat,24155.09,24155.09,1905.43,419.9,3,2023-01-01,Aktif
2251,340,Vadeli Mevduat,89129.78,89129.78,1154.11,3264.16,24,2023-01-01,Aktif
2252,363,Döviz Hesabı,145482.49,145482.49,5217.98,1669.8,26,2023-01-01,Aktif
2253,764,Vadeli Mevduat,118257.4,118257.4,13076.13,4186.74,19,2023-01-01,Aktif
2254,810,Döviz Hesabı,58871.46,58871.46,1074.62,5004.57,38,2023-01-01,Aktif
2255,839,Vadeli Mevduat,143240.57,143240.57,15791.17,2155.8,26,2023-01-01,Aktif
2256,148,Döviz Hesabı,61413.82,61413.82,6773.67,294.02,30,2023-01-01,Aktif
2257,610,Vadeli Mevduat,119617.85,119617.85,13492.4,11455.32,30,2023-01-01,Aktif
2258,841,Döviz Hesabı,7130.23,7130.23,664.18,717.89,12,2023-01-01,Aktif
2259,45,Vadeli Mevduat,146746.62,146746.62,7303.24,16548.05,21,2023-01-01,Aktif
2260,564,Döviz Hesabı,95886.24,95886.24,9684.21,5284.85,21,2023-01-01,Aktif
2261,719,Döviz Hesabı,79559.55,79559.55,1255.68,3566.11,33,2023-01-01,Aktif
2262,45,Vadesiz Mevduat,139092.88,139092.88,5695.94,1156.0,27,2023-01-01,Aktif
2263,243,Vadesiz Mevduat,39052.26,39052.26,366.79,3784.2,25,2023-01-01,Aktif
2264,743,Vadeli Mevduat,109508.26,109508.26,13907.07,3448.14,19,2023-01-01,Aktif
2265,320,Vadesiz Mevduat,124098.39,124098.39,9865.1,14298.07,19,2023-01-01,Aktif
2266,824,Vadesiz Mevduat,102674.84,102674.84,14531.21,12276.95,4,2023-01-01,Aktif
2267,603,Vadeli Mevduat,46265.4,46265.4,1313.61,3955.71,15,2023-01-01,Aktif
2268,532,Vadesiz Mevduat,113605.33,113605.33,12673.91,2636.12,6,2023-01-01,Aktif
2269,405,Döviz Hesabı,138754.46,138754.46,9403.81,5744.53,37,2023-01-01,Aktif
2270,248,Vadesiz Mevduat,51932.07,51932.07,62.47,308.38,16,2023-01-01,Aktif
2271,449,Vadeli Mevduat,36757.67,36757.67,3047.71,1315.03,30,2023-01-01,Aktif
2272,959,Döviz Hesabı,17697.25,17697.25,2240.48,1294.63,6,2023-01-01,Aktif
2273,980,Vadeli Mevduat,93185.3,93185.3,6207.99,8018.39,15,2023-01-01,Aktif
2274,992,Döviz Hesabı,56698.88,56698.88,497.51,719.04,29,2023-01-01,Aktif
2275,10,Vadesiz Mevduat,109683.17,109683.17,15067.37,8819.57,6,2023-01-01,Aktif
2276,429,Vadeli Mevduat,30831.62,30831.62,2085.22,1624.51,34,2023-01-01,Aktif
2277,425,Vadeli Mevduat,81891.72,81891.72,12165.59,8269.02,11,2023-01-01,Aktif
2278,469,Vadeli Mevduat,127433.25,127433.25,12646.2,5551.19,39,2023-01-01,Aktif
2279,309,Vadesiz Mevduat,14986.34,14986.34,895.06,250.59,8,2023-01-01,Aktif
2280,970,Döviz Hesabı,81209.57,81209.57,5008.99,6801.71,37,2023-01-01,Aktif
2281,929,Vadesiz Mevduat,27500.07,27500.07,4096.46,1131.86,12,2023-01-01,Aktif
2282,905,Döviz Hesabı,96666.07,96666.07,13651.28,8626.08,16,2023-01-01,Aktif
2283,853,Vadeli Mevduat,44198.58,44198.58,4693.21,4980.19,40,2023-01-01,Aktif
2284,768,Vadeli Mevduat,128195.9,128195.9,3834.63,11737.47,21,2023-01-01,Aktif
2285,637,Döviz Hesabı,2649.16,2649.16,140.47,133.83,34,2023-01-01,Aktif
2286,426,Vadeli Mevduat,13367.08,13367.08,285.12,915.98,32,2023-01-01,Aktif
2287,667,Vadesiz Mevduat,73280.26,73280.26,3598.27,1229.25,38,2023-01-01,Aktif
2288,808,Vadesiz Mevduat,12188.56,12188.56,1762.85,653.16,21,2023-01-01,Aktif
2289,912,Vadesiz Mevduat,2646.77,2646.77,161.52,199.16,15,2023-01-01,Aktif
2290,766,Vadesiz Mevduat,12330.71,12330.71,696.16,1375.31,22,2023-01-01,Aktif
2291,64,Döviz Hesabı,34883.96,34883.96,1908.41,795.0,7,2023-01-01,Aktif
2292,934,Vadeli Mevduat,104988.18,104988.18,1698.35,3638.68,18,2023-01-01,Aktif
2293,29,Döviz Hesabı,64978.0,64978.0,3798.53,5645.35,21,2023-01-01,Aktif
2294,378,Döviz Hesabı,34578.47,34578.47,2444.02,2334.55,32,2023-01-01,Aktif
2295,803,Vadeli Mevduat,108106.82,108106.82,15229.9,7215.9,27,2023-01-01,Aktif
2296,651,Vadeli Mevduat,97270.77,97270.77,13151.91,4273.51,9,2023-01-01,Aktif
2297,993,Vadeli Mevduat,40470.59,40470.59,68.23,3662.62,27,2023-01-01,Aktif
2298,728,Vadeli Mevduat,69652.92,69652.92,4791.5,3737.59,35,2023-01-01,Aktif
2299,734,Vadesiz Mevduat,126402.88,126402.88,9526.11,12286.03,20,2023-01-01,Aktif
2300,969,Döviz Hesabı,84468.12,84468.12,11469.62,10020.16,25,2023-01-01,Aktif
2301,825,Döviz Hesabı,120269.98,120269.98,17727.46,14288.03,3,2023-01-01,Aktif
2302,424,Vadesiz Mevduat,97002.97,97002.97,7723.79,3546.64,1,2023-01-01,Aktif
2303,765,Döviz Hesabı,3472.69,3472.69,407.01,21.49,18,2023-01-01,Aktif
2304,227,Döviz Hesabı,139833.74,139833.74,6972.59,11945.63,2,2023-01-01,Aktif
2305,398,Döviz Hesabı,109422.3,109422.3,1529.62,7539.4,36,2023-01-01,Aktif
2306,519,Vadesiz Mevduat,140785.78,140785.78,5751.65,8485.88,8,2023-01-01,Aktif
2307,155,Vadeli Mevduat,10043.19,10043.19,1171.25,306.29,18,2023-01-01,Aktif
2308,94,Vadesiz Mevduat,40423.32,40423.32,3957.93,626.68,37,2023-01-01,Aktif
2309,660,Döviz Hesabı,54814.56,54814.56,6966.57,710.73,9,2023-01-01,Aktif
2310,899,Döviz Hesabı,58687.4,58687.4,1975.4,5054.51,35,2023-01-01,Aktif
2311,480,Döviz Hesabı,130430.79,130430.79,16030.24,10117.67,34,2023-01-01,Aktif
2312,608,Döviz Hesabı,137979.06,137979.06,10266.49,13473.46,22,2023-01-01,Aktif
2313,248,Döviz Hesabı,25864.78,25864.78,1466.32,670.83,2,2023-01-01,Aktif
2314,580,Vadesiz Mevduat,54432.66,54432.66,7975.52,3312.22,39,2023-01-01,Aktif
2315,839,Döviz Hesabı,106524.81,106524.81,1706.67,3837.56,7,2023-01-01,Aktif
2316,924,Döviz Hesabı,25206.64,25206.64,2323.66,1110.97,33,2023-01-01,Aktif
2317,988,Döviz Hesabı,101662.56,101662.56,6880.51,2420.17,2,2023-01-01,Aktif
2318,940,Vadeli Mevduat,112424.69,112424.69,2008.91,13012.41,36,2023-01-01,Aktif
2319,384,Döviz Hesabı,50420.69,50420.69,1373.55,3400.33,8,2023-01-01,Aktif
2320,784,Vadesiz Mevduat,5880.7,5880.7,594.84,478.04,29,2023-01-01,Aktif
2321,786,Vadeli Mevduat,132253.34,132253.34,6962.6,2074.83,34,2023-01-01,Aktif
2322,286,Vadesiz Mevduat,117798.11,117798.11,14800.99,404.4,9,2023-01-01,Aktif
2323,609,Vadeli Mevduat,119815.08,119815.08,10009.71,8310.27,39,2023-01-01,Aktif
2324,967,Vadeli Mevduat,93331.54,93331.54,4077.65,3229.47,30,2023-01-01,Aktif
2325,666,Vadeli Mevduat,113768.54,113768.54,16619.23,4537.08,3,2023-01-01,Aktif
2326,155,Döviz Hesabı,37159.59,37159.59,498.17,3350.83,4,2023-01-01,Aktif
2327,449,Döviz Hesabı,22459.82,22459.82,184.08,1961.58,11,2023-01-01,Aktif
2328,949,Döviz Hesabı,113544.84,113544.84,8980.33,13296.12,34,2023-01-01,Aktif
2329,22,Vadesiz Mevduat,84753.64,84753.64,10346.53,86.35,18,2023-01-01,Aktif
2330,514,Vadesiz Mevduat,118778.8,118778.8,12888.0,434.25,15,2023-01-01,Aktif
2331,583,Döviz Hesabı,148306.63,148306.63,2618.93,7604.59,6,2023-01-01,Aktif
2332,46,Vadeli Mevduat,51310.85,51310.85,679.72,732.72,11,2023-01-01,Aktif
2333,176,Vadeli Mevduat,84422.05,84422.05,8467.28,4634.66,2,2023-01-01,Aktif
2334,783,Vadeli Mevduat,37578.52,37578.52,4803.31,2533.78,8,2023-01-01,Aktif
2335,344,Döviz Hesabı,67825.15,67825.15,1221.06,7224.05,13,2023-01-01,Aktif
2336,488,Döviz Hesabı,115484.75,115484.75,1613.65,7963.78,20,2023-01-01,Aktif
2337,490,Döviz Hesabı,43587.32,43587.32,414.75,4047.56,33,2023-01-01,Aktif
2338,358,Vadeli Mevduat,140991.28,140991.28,1451.21,16203.76,1,2023-01-01,Aktif
2339,782,Vadesiz Mevduat,142035.0,142035.0,4142.29,10938.74,14,2023-01-01,Aktif
2340,955,Vadesiz Mevduat,127573.35,127573.35,14796.01,611.79,13,2023-01-01,Aktif
2341,334,Vadeli Mevduat,141510.19,141510.19,840.93,201.5,12,2023-01-01,Aktif
2342,673,Vadeli Mevduat,55720.15,55720.15,2851.82,248.81,35,2023-01-01,Aktif
2343,801,Vadesiz Mevduat,147295.34,147295.34,1248.35,879.14,26,2023-01-01,Aktif
2344,102,Vadesiz Mevduat,45340.51,45340.51,3958.44,4363.38,7,2023-01-01,Aktif
2345,296,Vadeli Mevduat,105957.39,105957.39,14900.72,11894.43,5,2023-01-01,Aktif
2346,290,Vadeli Mevduat,129881.61,129881.61,12758.56,9464.87,22,2023-01-01,Aktif
2347,492,Döviz Hesabı,12443.03,12443.03,1344.41,605.7,24,2023-01-01,Aktif
2348,527,Vadeli Mevduat,107985.07,107985.07,10546.28,2370.44,40,2023-01-01,Aktif
2349,751,Vadesiz Mevduat,45723.57,45723.57,1221.63,2443.49,15,2023-01-01,Aktif
2350,267,Vadesiz Mevduat,145873.09,145873.09,16474.76,1852.22,37,2023-01-01,Aktif
2351,968,Vadeli Mevduat,145033.35,145033.35,866.7,6203.61,16,2023-01-01,Aktif
2352,753,Döviz Hesabı,148403.7,148403.7,13765.48,11207.02,25,2023-01-01,Aktif
2353,713,Vadeli Mevduat,3000.15,3000.15,270.83,294.38,30,2023-01-01,Aktif
2354,396,Vadesiz Mevduat,80933.71,80933.71,5324.18,6203.16,24,2023-01-01,Aktif
2355,284,Vadeli Mevduat,123581.25,123581.25,17312.04,7040.94,34,2023-01-01,Aktif
2356,680,Vadeli Mevduat,136757.64,136757.64,8703.34,13518.59,40,2023-01-01,Aktif
2357,487,Döviz Hesabı,144649.18,144649.18,13496.61,11807.67,30,2023-01-01,Aktif
2358,793,Döviz Hesabı,65399.12,65399.12,4537.1,96.74,2,2023-01-01,Aktif
2359,223,Döviz Hesabı,14565.54,14565.54,141.05,1611.05,35,2023-01-01,Aktif
2360,50,Döviz Hesabı,33477.07,33477.07,2294.76,2640.08,16,2023-01-01,Aktif
2361,202,Vadeli Mevduat,142865.75,142865.75,6349.41,9392.87,29,2023-01-01,Aktif
2362,941,Vadeli Mevduat,75390.57,75390.57,5644.46,7908.37,32,2023-01-01,Aktif
2363,284,Döviz Hesabı,58497.65,58497.65,5779.45,6146.08,16,2023-01-01,Aktif
2364,464,Vadeli Mevduat,133070.53,133070.53,12499.38,9976.15,36,2023-01-01,Aktif
2365,767,Döviz Hesabı,144670.12,144670.12,16046.19,555.46,33,2023-01-01,Aktif
2366,354,Vadesiz Mevduat,68580.16,68580.16,8214.05,174.43,23,2023-01-01,Aktif
2367,311,Döviz Hesabı,92560.86,92560.86,12808.29,6492.45,12,2023-01-01,Aktif
2368,243,Vadeli Mevduat,8851.62,8851.62,782.85,333.25,35,2023-01-01,Aktif
2369,747,Vadesiz Mevduat,88956.89,88956.89,12641.44,175.68,10,2023-01-01,Aktif
2370,73,Döviz Hesabı,88575.25,88575.25,12835.19,3167.77,16,2023-01-01,Aktif
2371,225,Döviz Hesabı,133303.36,133303.36,15651.73,3450.25,25,2023-01-01,Aktif
2372,565,Vadeli Mevduat,2310.16,2310.16,64.23,237.48,6,2023-01-01,Aktif
2373,651,Vadeli Mevduat,65601.22,65601.22,4766.16,245.56,22,2023-01-01,Aktif
2374,748,Döviz Hesabı,126157.39,126157.39,554.54,3975.5,3,2023-01-01,Aktif
2375,474,Döviz Hesabı,102292.45,102292.45,10433.31,7293.01,13,2023-01-01,Aktif
2376,53,Döviz Hesabı,82946.35,82946.35,9792.32,2520.49,27,2023-01-01,Aktif
2377,366,Vadesiz Mevduat,127978.19,127978.19,16906.75,13372.94,19,2023-01-01,Aktif
2378,952,Vadeli Mevduat,86312.22,86312.22,676.05,4752.46,38,2023-01-01,Aktif
2379,321,Vadeli Mevduat,25443.98,25443.98,1041.74,33.52,21,2023-01-01,Aktif
2380,30,Vadesiz Mevduat,46441.88,46441.88,6938.93,4902.58,21,2023-01-01,Aktif
2381,632,Vadeli Mevduat,114691.37,114691.37,2416.05,13521.39,15,2023-01-01,Aktif
2382,988,Döviz Hesabı,62737.9,62737.9,1775.98,4810.69,16,2023-01-01,Aktif
2383,269,Döviz Hesabı,111197.13,111197.13,11191.02,12693.91,32,2023-01-01,Aktif
2384,680,Vadesiz Mevduat,148491.8,148491.8,9653.05,16369.18,6,2023-01-01,Aktif
2385,839,Vadeli Mevduat,6393.24,6393.24,54.76,631.14,1,2023-01-01,Aktif
2386,244,Döviz Hesabı,16648.62,16648.62,1751.89,1290.59,11,2023-01-01,Aktif
2387,228,Döviz Hesabı,138782.46,138782.46,15773.01,6999.61,24,2023-01-01,Aktif
2388,679,Döviz Hesabı,32983.69,32983.69,2757.24,1505.04,24,2023-01-01,Aktif
2389,832,Vadeli Mevduat,138766.61,138766.61,15331.04,12233.95,4,2023-01-01,Aktif
2390,824,Vadeli Mevduat,144690.76,144690.76,1506.78,3816.62,26,2023-01-01,Aktif
2391,347,Vadesiz Mevduat,117761.97,117761.97,9807.22,4504.75,15,2023-01-01,Aktif
2392,956,Vadesiz Mevduat,36218.28,36218.28,3093.86,1803.07,20,2023-01-01,Aktif
2393,49,Döviz Hesabı,77207.5,77207.5,7214.08,1616.18,40,2023-01-01,Aktif
2394,998,Vadeli Mevduat,82334.22,82334.22,9430.25,3231.89,28,2023-01-01,Aktif
2395,483,Döviz Hesabı,136033.86,136033.86,1686.39,9925.0,29,2023-01-01,Aktif
2396,809,Vadesiz Mevduat,118414.83,118414.83,3523.29,9829.91,17,2023-01-01,Aktif
2397,132,Döviz Hesabı,116627.08,116627.08,1710.79,351.16,16,2023-01-01,Aktif
2398,255,Vadesiz Mevduat,80818.92,80818.92,7888.35,8820.89,18,2023-01-01,Aktif
2399,475,Döviz Hesabı,144516.03,144516.03,4264.98,16759.16,17,2023-01-01,Aktif
2400,605,Döviz Hesabı,30212.72,30212.72,4149.78,2335.24,10,2023-01-01,Aktif
2401,198,Vadeli Mevduat,94627.08,94627.08,232.98,313.29,29,2023-01-01,Aktif
2402,853,Döviz Hesabı,29044.27,29044.27,3786.26,2805.73,12,2023-01-01,Aktif
2403,801,Vadesiz Mevduat,91045.45,91045.45,13464.28,8743.99,33,2023-01-01,Aktif
2404,12,Vadeli Mevduat,24683.36,24683.36,922.32,1074.99,29,2023-01-01,Aktif
2405,50,Vadesiz Mevduat,63366.07,63366.07,1450.76,2320.68,23,2023-01-01,Aktif
2406,34,Vadesiz Mevduat,20975.78,20975.78,992.68,233.3,3,2023-01-01,Aktif
2407,279,Vadeli Mevduat,21356.12,21356.12,2179.51,2331.47,15,2023-01-01,Aktif
2408,513,Vadesiz Mevduat,22307.4,22307.4,557.8,2295.47,12,2023-01-01,Aktif
2409,139,Vadesiz Mevduat,18638.14,18638.14,1058.52,1813.52,9,2023-01-01,Aktif
2410,470,Döviz Hesabı,113452.37,113452.37,5657.53,9196.78,10,2023-01-01,Aktif
2411,92,Döviz Hesabı,1137.6,1137.6,51.19,31.44,38,2023-01-01,Aktif
2412,923,Vadesiz Mevduat,18258.1,18258.1,863.74,647.39,34,2023-01-01,Aktif
2413,664,Vadeli Mevduat,30816.19,30816.19,4136.36,568.27,38,2023-01-01,Aktif
2414,380,Vadeli Mevduat,21112.36,21112.36,2303.63,320.32,13,2023-01-01,Aktif
2415,385,Vadeli Mevduat,120607.84,120607.84,14278.25,4316.78,23,2023-01-01,Aktif
2416,737,Döviz Hesabı,95458.47,95458.47,10872.4,1346.81,21,2023-01-01,Aktif
2417,853,Döviz Hesabı,92496.86,92496.86,11708.85,882.29,5,2023-01-01,Aktif
2418,681,Döviz Hesabı,23501.98,23501.98,1560.23,681.6,9,2023-01-01,Aktif
2419,933,Vadesiz Mevduat,33089.87,33089.87,1206.71,2353.47,14,2023-01-01,Aktif
2420,662,Vadesiz Mevduat,100618.08,100618.08,81.07,9381.27,25,2023-01-01,Aktif
2421,58,Vadeli Mevduat,144862.12,144862.12,12632.66,2701.98,34,2023-01-01,Aktif
2422,746,Vadeli Mevduat,120391.05,120391.05,16534.47,4115.08,23,2023-01-01,Aktif
2423,934,Vadesiz Mevduat,25543.68,25543.68,3576.09,681.61,16,2023-01-01,Aktif
2424,674,Vadeli Mevduat,42127.29,42127.29,1564.96,2886.76,14,2023-01-01,Aktif
2425,35,Vadeli Mevduat,3510.32,3510.32,156.9,273.09,29,2023-01-01,Aktif
2426,662,Vadeli Mevduat,119510.11,119510.11,13474.37,1569.84,24,2023-01-01,Aktif
2427,680,Vadesiz Mevduat,144042.08,144042.08,21537.03,9020.73,8,2023-01-01,Aktif
2428,420,Döviz Hesabı,12777.69,12777.69,924.29,150.02,10,2023-01-01,Aktif
2429,707,Vadeli Mevduat,118509.28,118509.28,13678.42,6633.08,32,2023-01-01,Aktif
2430,52,Vadeli Mevduat,147927.71,147927.71,20432.94,8907.69,3,2023-01-01,Aktif
2431,72,Vadesiz Mevduat,70939.61,70939.61,3161.63,5838.27,37,2023-01-01,Aktif
2432,633,Vadesiz Mevduat,29259.17,29259.17,2197.11,2102.16,13,2023-01-01,Aktif
2433,196,Vadeli Mevduat,2021.86,2021.86,143.75,205.17,11,2023-01-01,Aktif
2434,723,Vadeli Mevduat,39694.05,39694.05,778.35,4088.32,29,2023-01-01,Aktif
2435,648,Vadeli Mevduat,17039.49,17039.49,178.16,172.65,32,2023-01-01,Aktif
2436,609,Döviz Hesabı,99971.88,99971.88,745.51,9078.63,17,2023-01-01,Aktif
2437,872,Döviz Hesabı,36013.88,36013.88,2197.94,2316.86,22,2023-01-01,Aktif
2438,927,Vadeli Mevduat,117214.43,117214.43,15678.78,10448.8,34,2023-01-01,Aktif
2439,201,Döviz Hesabı,117760.02,117760.02,5116.75,5805.96,39,2023-01-01,Aktif
2440,908,Döviz Hesabı,56006.76,56006.76,6279.28,3131.0,20,2023-01-01,Aktif
2441,720,Döviz Hesabı,67483.42,67483.42,8886.11,4412.63,6,2023-01-01,Aktif
2442,907,Vadeli Mevduat,101558.56,101558.56,3065.41,2286.67,11,2023-01-01,Aktif
2443,617,Vadeli Mevduat,96278.69,96278.69,6795.77,1569.14,34,2023-01-01,Aktif
2444,578,Döviz Hesabı,64864.57,64864.57,4028.86,7654.59,19,2023-01-01,Aktif
2445,914,Vadesiz Mevduat,7553.81,7553.81,936.14,749.37,5,2023-01-01,Aktif
2446,790,Vadeli Mevduat,22324.7,22324.7,3160.67,2667.91,21,2023-01-01,Aktif
2447,819,Döviz Hesabı,57892.29,57892.29,1271.16,33.57,14,2023-01-01,Aktif
2448,565,Döviz Hesabı,143797.54,143797.54,6337.23,9741.08,14,2023-01-01,Aktif
2449,942,Döviz Hesabı,80912.35,80912.35,4342.79,9143.14,35,2023-01-01,Aktif
2450,749,Döviz Hesabı,118892.78,118892.78,12517.25,786.09,36,2023-01-01,Aktif
2451,824,Vadesiz Mevduat,92408.98,92408.98,5290.08,3389.33,33,2023-01-01,Aktif
2452,4,Vadesiz Mevduat,94774.81,94774.81,9852.93,6306.13,22,2023-01-01,Aktif
2453,595,Vadesiz Mevduat,35989.02,35989.02,4670.79,294.42,3,2023-01-01,Aktif
2454,689,Vadesiz Mevduat,26628.11,26628.11,1869.75,2805.99,27,2023-01-01,Aktif
2455,743,Vadesiz Mevduat,53626.05,53626.05,4773.51,2590.92,19,2023-01-01,Aktif
2456,772,Vadeli Mevduat,69753.77,69753.77,158.65,2469.16,22,2023-01-01,Aktif
2457,577,Döviz Hesabı,38110.49,38110.49,2838.65,2966.86,40,2023-01-01,Aktif
2458,1000,Döviz Hesabı,8732.99,8732.99,1255.29,715.09,25,2023-01-01,Aktif
2459,234,Vadesiz Mevduat,25794.43,25794.43,1540.0,1024.75,8,2023-01-01,Aktif
2460,372,Vadeli Mevduat,24147.9,24147.9,1582.39,454.58,24,2023-01-01,Aktif
2461,583,Vadesiz Mevduat,44708.89,44708.89,5390.84,2863.97,28,2023-01-01,Aktif
2462,105,Vadeli Mevduat,68414.1,68414.1,5513.71,1843.31,11,2023-01-01,Aktif
2463,589,Vadesiz Mevduat,132718.93,132718.93,9886.55,4144.52,13,2023-01-01,Aktif
2464,353,Vadesiz Mevduat,97114.88,97114.88,3279.07,8720.28,37,2023-01-01,Aktif
2465,714,Vadesiz Mevduat,33267.94,33267.94,2686.61,2896.39,25,2023-01-01,Aktif
2466,246,Vadesiz Mevduat,54226.96,54226.96,2399.59,4528.66,39,2023-01-01,Aktif
2467,929,Vadeli Mevduat,42941.06,42941.06,4070.8,3622.72,9,2023-01-01,Aktif
2468,809,Vadeli Mevduat,9246.73,9246.73,29.76,306.46,18,2023-01-01,Aktif
2469,829,Vadeli Mevduat,144638.99,144638.99,7055.1,13181.54,36,2023-01-01,Aktif
2470,638,Döviz Hesabı,68872.18,68872.18,2155.63,7071.87,5,2023-01-01,Aktif
2471,724,Vadeli Mevduat,101158.16,101158.16,4865.81,7225.12,21,2023-01-01,Aktif
2472,655,Vadeli Mevduat,134136.26,134136.26,4193.17,7901.63,26,2023-01-01,Aktif
